epoch,time,loss,lr
0,0.01 mins,0.00008,0.01000
1,0.01 mins,0.00008,0.01000
2,0.01 mins,0.00010,0.01000
3,0.01 mins,0.00004,0.01000
4,0.01 mins,0.00004,0.01000
5,0.01 mins,0.00003,0.01000
6,0.02 mins,0.00003,0.01000
7,0.02 mins,0.00002,0.01000
8,0.02 mins,0.00002,0.01000
9,0.02 mins,0.00002,0.01000
10,0.02 mins,0.00002,0.01000
11,0.02 mins,0.00002,0.01000
12,0.02 mins,0.00002,0.01000
13,0.02 mins,0.00002,0.01000
14,0.02 mins,0.00002,0.01000
15,0.03 mins,0.00002,0.01000
16,0.03 mins,0.00002,0.01000
17,0.03 mins,0.00002,0.01000
18,0.03 mins,0.00002,0.01000
19,0.03 mins,0.00002,0.01000
20,0.03 mins,0.00002,0.01000
21,0.03 mins,0.00002,0.01000
22,0.03 mins,0.00002,0.01000
23,0.04 mins,0.00002,0.01000
24,0.04 mins,0.00002,0.01000
25,0.04 mins,0.00002,0.01000
26,0.04 mins,0.00002,0.01000
27,0.04 mins,0.00002,0.01000
28,0.04 mins,0.00002,0.01000
29,0.04 mins,0.00002,0.01000
30,0.04 mins,0.00002,0.01000
31,0.05 mins,0.00002,0.01000
32,0.05 mins,0.00002,0.01000
33,0.05 mins,0.00002,0.01000
34,0.05 mins,0.00002,0.01000
35,0.05 mins,0.00002,0.01000
36,0.05 mins,0.00002,0.01000
37,0.05 mins,0.00002,0.01000
38,0.05 mins,0.00002,0.01000
39,0.05 mins,0.00002,0.01000
40,0.05 mins,0.00002,0.01000
41,0.06 mins,0.00002,0.01000
42,0.06 mins,0.00002,0.01000
43,0.06 mins,0.00002,0.01000
44,0.06 mins,0.00002,0.01000
45,0.06 mins,0.00002,0.01000
46,0.06 mins,0.00002,0.01000
47,0.06 mins,0.00002,0.01000
48,0.06 mins,0.00002,0.01000
49,0.06 mins,0.00002,0.01000
50,0.06 mins,0.00002,0.01000
51,0.07 mins,0.00002,0.01000
52,0.07 mins,0.00002,0.01000
53,0.07 mins,0.00002,0.01000
54,0.07 mins,0.00002,0.01000
55,0.07 mins,0.00002,0.01000
56,0.07 mins,0.00002,0.01000
57,0.07 mins,0.00002,0.01000
58,0.07 mins,0.00002,0.01000
59,0.07 mins,0.00002,0.01000
60,0.08 mins,0.00002,0.01000
61,0.08 mins,0.00002,0.01000
62,0.08 mins,0.00002,0.01000
63,0.09 mins,0.00002,0.01000
64,0.09 mins,0.00002,0.01000
65,0.09 mins,0.00002,0.01000
66,0.09 mins,0.00002,0.01000
67,0.09 mins,0.00002,0.01000
68,0.09 mins,0.00002,0.01000
69,0.09 mins,0.00002,0.01000
70,0.09 mins,0.00002,0.01000
71,0.09 mins,0.00002,0.01000
72,0.10 mins,0.00001,0.01000
73,0.10 mins,0.00001,0.01000
74,0.10 mins,0.00001,0.01000
75,0.10 mins,0.00001,0.01000
76,0.10 mins,0.00001,0.01000
77,0.10 mins,0.00001,0.01000
78,0.10 mins,0.00001,0.01000
79,0.10 mins,0.00001,0.01000
80,0.10 mins,0.00001,0.01000
81,0.10 mins,0.00001,0.01000
82,0.10 mins,0.00001,0.01000
83,0.11 mins,0.00002,0.01000
84,0.11 mins,0.00001,0.01000
85,0.11 mins,0.00001,0.01000
86,0.11 mins,0.00001,0.01000
87,0.11 mins,0.00001,0.01000
88,0.11 mins,0.00001,0.01000
89,0.11 mins,0.00001,0.01000
90,0.11 mins,0.00001,0.01000
91,0.11 mins,0.00001,0.01000
92,0.11 mins,0.00001,0.01000
93,0.11 mins,0.00001,0.01000
94,0.12 mins,0.00001,0.01000
95,0.12 mins,0.00001,0.01000
96,0.12 mins,0.00001,0.01000
97,0.12 mins,0.00001,0.01000
98,0.12 mins,0.00001,0.01000
99,0.12 mins,0.00001,0.01000
100,0.12 mins,0.00001,0.01000
101,0.12 mins,0.00001,0.01000
102,0.12 mins,0.00001,0.01000
103,0.12 mins,0.00001,0.01000
104,0.12 mins,0.00001,0.01000
105,0.13 mins,0.00001,0.01000
106,0.13 mins,0.00001,0.01000
107,0.13 mins,0.00001,0.01000
108,0.13 mins,0.00001,0.01000
109,0.13 mins,0.00001,0.01000
110,0.13 mins,0.00001,0.01000
111,0.13 mins,0.00001,0.01000
112,0.13 mins,0.00001,0.01000
113,0.13 mins,0.00001,0.01000
114,0.13 mins,0.00001,0.01000
115,0.13 mins,0.00001,0.01000
116,0.14 mins,0.00001,0.01000
117,0.14 mins,0.00001,0.01000
118,0.14 mins,0.00001,0.01000
119,0.14 mins,0.00001,0.01000
120,0.14 mins,0.00001,0.01000
121,0.14 mins,0.00001,0.01000
122,0.14 mins,0.00001,0.01000
123,0.14 mins,0.00001,0.01000
124,0.14 mins,0.00001,0.01000
125,0.15 mins,0.00001,0.01000
126,0.15 mins,0.00001,0.01000
127,0.15 mins,0.00001,0.01000
128,0.15 mins,0.00001,0.01000
129,0.15 mins,0.00001,0.01000
130,0.15 mins,0.00001,0.01000
131,0.15 mins,0.00001,0.01000
132,0.15 mins,0.00001,0.01000
133,0.15 mins,0.00001,0.01000
134,0.15 mins,0.00001,0.01000
135,0.16 mins,0.00001,0.01000
136,0.16 mins,0.00001,0.01000
137,0.16 mins,0.00001,0.01000
138,0.16 mins,0.00001,0.01000
139,0.16 mins,0.00001,0.01000
140,0.16 mins,0.00001,0.01000
141,0.16 mins,0.00001,0.01000
142,0.16 mins,0.00001,0.01000
143,0.16 mins,0.00001,0.01000
144,0.16 mins,0.00001,0.01000
145,0.17 mins,0.00001,0.01000
146,0.17 mins,0.00001,0.01000
147,0.17 mins,0.00001,0.01000
148,0.17 mins,0.00001,0.01000
149,0.17 mins,0.00001,0.01000
150,0.17 mins,0.00001,0.01000
151,0.17 mins,0.00001,0.01000
152,0.17 mins,0.00001,0.01000
153,0.17 mins,0.00001,0.01000
154,0.17 mins,0.00001,0.01000
155,0.18 mins,0.00001,0.01000
156,0.18 mins,0.00001,0.01000
157,0.18 mins,0.00001,0.01000
158,0.18 mins,0.00001,0.01000
159,0.18 mins,0.00001,0.01000
160,0.18 mins,0.00001,0.01000
161,0.18 mins,0.00001,0.01000
162,0.18 mins,0.00001,0.01000
163,0.18 mins,0.00001,0.01000
164,0.18 mins,0.00001,0.01000
165,0.19 mins,0.00001,0.01000
166,0.19 mins,0.00001,0.01000
167,0.19 mins,0.00001,0.01000
168,0.19 mins,0.00001,0.01000
169,0.19 mins,0.00001,0.01000
170,0.19 mins,0.00001,0.01000
171,0.19 mins,0.00001,0.01000
172,0.19 mins,0.00001,0.01000
173,0.19 mins,0.00001,0.01000
174,0.19 mins,0.00001,0.01000
175,0.20 mins,0.00001,0.01000
176,0.20 mins,0.00001,0.01000
177,0.20 mins,0.00001,0.01000
178,0.20 mins,0.00001,0.01000
179,0.20 mins,0.00001,0.01000
180,0.20 mins,0.00001,0.01000
181,0.20 mins,0.00001,0.01000
182,0.20 mins,0.00001,0.01000
183,0.20 mins,0.00001,0.01000
184,0.20 mins,0.00001,0.01000
185,0.21 mins,0.00001,0.01000
186,0.21 mins,0.00001,0.01000
187,0.21 mins,0.00001,0.01000
188,0.21 mins,0.00001,0.01000
189,0.21 mins,0.00001,0.01000
190,0.21 mins,0.00001,0.01000
191,0.21 mins,0.00001,0.01000
192,0.21 mins,0.00001,0.01000
193,0.21 mins,0.00001,0.01000
194,0.21 mins,0.00001,0.01000
195,0.22 mins,0.00001,0.01000
196,0.22 mins,0.00001,0.01000
197,0.22 mins,0.00001,0.01000
198,0.22 mins,0.00001,0.01000
199,0.22 mins,0.00001,0.00800
200,0.22 mins,0.00001,0.00800
201,0.22 mins,0.00001,0.00800
202,0.22 mins,0.00001,0.00800
203,0.22 mins,0.00001,0.00800
204,0.23 mins,0.00001,0.00800
205,0.23 mins,0.00001,0.00800
206,0.23 mins,0.00001,0.00800
207,0.23 mins,0.00001,0.00800
208,0.23 mins,0.00001,0.00800
209,0.23 mins,0.00001,0.00800
210,0.23 mins,0.00001,0.00800
211,0.23 mins,0.00001,0.00800
212,0.23 mins,0.00001,0.00800
213,0.24 mins,0.00001,0.00800
214,0.24 mins,0.00001,0.00800
215,0.24 mins,0.00001,0.00800
216,0.24 mins,0.00001,0.00800
217,0.24 mins,0.00001,0.00800
218,0.24 mins,0.00001,0.00800
219,0.24 mins,0.00001,0.00800
220,0.24 mins,0.00001,0.00800
221,0.24 mins,0.00001,0.00800
222,0.24 mins,0.00001,0.00800
223,0.24 mins,0.00001,0.00800
224,0.25 mins,0.00001,0.00800
225,0.25 mins,0.00001,0.00800
226,0.25 mins,0.00001,0.00800
227,0.25 mins,0.00001,0.00800
228,0.25 mins,0.00001,0.00800
229,0.25 mins,0.00001,0.00800
230,0.25 mins,0.00001,0.00800
231,0.25 mins,0.00001,0.00800
232,0.25 mins,0.00001,0.00800
233,0.25 mins,0.00001,0.00800
234,0.26 mins,0.00001,0.00800
235,0.26 mins,0.00001,0.00800
236,0.26 mins,0.00001,0.00800
237,0.26 mins,0.00001,0.00800
238,0.26 mins,0.00001,0.00800
239,0.26 mins,0.00001,0.00800
240,0.26 mins,0.00001,0.00800
241,0.26 mins,0.00001,0.00800
242,0.26 mins,0.00001,0.00800
243,0.26 mins,0.00001,0.00800
244,0.27 mins,0.00001,0.00800
245,0.27 mins,0.00001,0.00800
246,0.27 mins,0.00001,0.00800
247,0.27 mins,0.00001,0.00800
248,0.27 mins,0.00001,0.00800
249,0.27 mins,0.00001,0.00800
250,0.27 mins,0.00001,0.00800
251,0.27 mins,0.00001,0.00800
252,0.27 mins,0.00001,0.00800
253,0.27 mins,0.00001,0.00800
254,0.28 mins,0.00001,0.00800
255,0.28 mins,0.00001,0.00800
256,0.28 mins,0.00001,0.00800
257,0.28 mins,0.00001,0.00800
258,0.28 mins,0.00001,0.00800
259,0.28 mins,0.00001,0.00800
260,0.28 mins,0.00001,0.00800
261,0.28 mins,0.00001,0.00800
262,0.28 mins,0.00001,0.00800
263,0.28 mins,0.00001,0.00800
264,0.28 mins,0.00001,0.00800
265,0.29 mins,0.00001,0.00800
266,0.29 mins,0.00001,0.00800
267,0.29 mins,0.00001,0.00800
268,0.29 mins,0.00001,0.00800
269,0.29 mins,0.00001,0.00800
270,0.29 mins,0.00001,0.00800
271,0.29 mins,0.00001,0.00800
272,0.29 mins,0.00001,0.00800
273,0.29 mins,0.00001,0.00800
274,0.29 mins,0.00001,0.00800
275,0.29 mins,0.00001,0.00800
276,0.30 mins,0.00001,0.00800
277,0.30 mins,0.00001,0.00800
278,0.30 mins,0.00001,0.00800
279,0.30 mins,0.00001,0.00800
280,0.30 mins,0.00001,0.00800
281,0.30 mins,0.00001,0.00800
282,0.30 mins,0.00001,0.00800
283,0.30 mins,0.00001,0.00800
284,0.30 mins,0.00001,0.00800
285,0.30 mins,0.00001,0.00800
286,0.30 mins,0.00001,0.00800
287,0.30 mins,0.00001,0.00800
288,0.31 mins,0.00001,0.00800
289,0.31 mins,0.00001,0.00800
290,0.31 mins,0.00001,0.00800
291,0.31 mins,0.00001,0.00800
292,0.31 mins,0.00001,0.00800
